#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.chunk.Chunk|chunkValue
#T_RL=webanno.custom.VLSPRelationextraction|relation|BT_de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity


#Text=Hoa khôi nữ sinh Việt ở Melbourne Cuộc thi do LAVISA (<ENAMEX TYPE="ORGANIZATION">Hội sinh viên Việt Nam tại đại học La Trobe </ENAMEX>) tổ chức, dành cho nữ sinh Việt Nam sinh sống, học tập và làm việc tại thành phố Melbourne , Úc . Đêm chung kết cuộc thi Hoa khôi nữ sinh Việt ở Mebourne (VMISS of Mebourne ) diễn ra 8/10 tới. Cuộc thi do LAVISA (<ENAMEX TYPE="ORGANIZATION">Hội sinh viên Việt Nam tại đại học La Trobe </ENAMEX>) tổ chức, dành cho nữ sinh Việt Nam sinh sống, học tập và làm việc tại thành phố Melbourne , Úc . Một phần mục đích cuộc thi nhằm giới thiệu, quảng bá hình ảnh đất nước, con người Việt Nam đến quốc tế. Cuộc thi cũng là sân chơi giúp sinh viên du học sinh thúc đẩy các mối quan hệ thân thiết trong cộng đồng người Việt tại Úc . VMISS phát động từ 25/7/2017, tiếp nhận hơn 45 đăng kí từ khắp các trường đại học toàn Melbourne . Hôm thi vòng đầu tiên ‘Thử thách Ngoài trời” tạo hình trước ống kính với chiếc nón lá truyền thống, thời tiết không được thuận lợi nhưng các thí sinh đã hoàn thành tốt phần, kết quả chọn được 12 thí sinh vào bán kết và cuối cùng là 8 cô gái tham gia vòng chung kết 8/10 tới. Ban giám khảo đêm chung kết gồm 5 vị: Bà Minh Tâm (nguyên thư ký tòa soạn báo Lao Động ); ông Trình Lê (phóng viên đài SBS Australia ); chị Nina Nguyễn (Hoa hậu Việt Nam tại Úc 2014); chị Ha Young Chul (nữ doanh nhân thành đạt người Hàn Quốc ) và anh Minh Trường (MC nổi tiếng tại Úc ). Việt Hà
1-194	962-966	tiết	_	_	_	_	_	
1-195	967-972	không	_	_	_	_	_	
1-196	973-977	được	_	_	_	_	_	
1-197	978-983	thuận	_	_	_	_	_	
1-198	984-987	lợi	_	_	_	_	_	
1-199	988-993	nhưng	_	_	_	_	_	
1-200	994-997	các	_	_	_	_	_	
1-201	998-1001	thí	_	_	_	_	_	
1-202	1002-1006	sinh	_	_	_	_	_	
1-203	1007-1009	đã	_	_	_	_	_	
1-204	1010-1014	hoàn	_	_	_	_	_	
1-205	1015-1020	thành	_	_	_	_	_	
1-206	1021-1024	tốt	_	_	_	_	_	
1-207	1025-1030	phần,	_	_	_	_	_	
1-208	1031-1034	kết	_	_	_	_	_	
1-209	1035-1038	quả	_	_	_	_	_	
1-210	1039-1043	chọn	_	_	_	_	_	
1-211	1044-1048	được	_	_	_	_	_	
1-212	1049-1051	12	_	_	_	_	_	
1-213	1052-1055	thí	_	_	_	_	_	
1-214	1056-1060	sinh	_	_	_	_	_	
1-215	1061-1064	vào	_	_	_	_	_	
1-216	1065-1068	bán	_	_	_	_	_	
1-217	1069-1072	kết	_	_	_	_	_	
1-218	1073-1075	và	_	_	_	_	_	
1-219	1076-1080	cuối	_	_	_	_	_	
1-220	1081-1085	cùng	_	_	_	_	_	
1-221	1086-1088	là	_	_	_	_	_	
1-222	1089-1090	8	_	_	_	_	_	
1-223	1091-1093	cô	_	_	_	_	_	
1-224	1094-1097	gái	_	_	_	_	_	
1-225	1098-1102	tham	_	_	_	_	_	
1-226	1103-1106	gia	_	_	_	_	_	
1-227	1107-1111	vòng	_	_	_	_	_	
1-228	1112-1117	chung	_	_	_	_	_	
1-229	1118-1121	kết	_	_	_	_	_	
1-230	1122-1126	8/10	_	_	_	_	_	
1-231	1127-1131	tới.	_	_	_	_	_	
1-232	1132-1135	Ban	_	_	_	_	_	
1-233	1136-1140	giám	_	_	_	_	_	
1-234	1141-1145	khảo	_	_	_	_	_	
1-235	1146-1149	đêm	_	_	_	_	_	
1-236	1150-1155	chung	_	_	_	_	_	
1-237	1156-1159	kết	_	_	_	_	_	
1-238	1160-1163	gồm	_	_	_	_	_	
1-239	1164-1165	5	_	_	_	_	_	
1-240	1166-1169	vị:	_	_	_	_	_	
1-241	1170-1172	Bà	*[13]	PERSON[13]	_	_	_	
1-242	1173-1177	Minh	*[13]	PERSON[13]	_	_	_	
1-243	1178-1181	Tâm	*[13]	PERSON[13]	_	_	_	
1-244	1182-1189	(nguyên	_	_	_	_	_	
1-245	1190-1193	thư	_	_	_	_	_	
1-246	1194-1196	ký	_	_	_	_	_	
1-247	1197-1200	tòa	_	_	_	_	_	
1-248	1201-1205	soạn	_	_	_	_	_	
1-249	1206-1209	báo	*[14]	ORGANIZATION[14]	_	AFFILIATION	1-241[13_14]	
1-250	1210-1213	Lao	*[14]	ORGANIZATION[14]	_	_	_	
1-251	1214-1218	Động	*[14]	ORGANIZATION[14]	_	_	_	
1-252	1219-1221	);	_	_	_	_	_	
1-253	1222-1225	ông	_	_	_	_	_	
1-254	1226-1231	Trình	*[15]	PERSON[15]	_	_	_	
1-255	1232-1234	Lê	*[15]	PERSON[15]	_	_	_	
1-256	1235-1241	(phóng	_	_	_	_	_	
1-257	1242-1246	viên	_	_	_	_	_	
1-258	1247-1250	đài	_	_	_	_	_	
1-259	1251-1254	SBS	*[16]	ORGANIZATION[16]	_	AFFILIATION	1-254[15_16]	
1-260	1255-1264	Australia	*[16]	ORGANIZATION[16]	_	_	_	
1-261	1265-1267	);	_	_	_	_	_	
1-262	1268-1271	chị	_	_	_	_	_	
1-263	1272-1276	Nina	*[17]	PERSON[17]	_	_	_	
1-264	1277-1283	Nguyễn	*[17]	PERSON[17]	_	_	_	
1-265	1284-1288	(Hoa	_	_	_	_	_	
1-266	1289-1292	hậu	_	_	_	_	_	
1-267	1293-1297	Việt	*[18]	LOCATION[18]	_	_	_	
1-268	1298-1301	Nam	*[18]	LOCATION[18]	_	_	_	
1-269	1302-1305	tại	_	_	_	_	_	
1-270	1306-1308	Úc	*	LOCATION	_	_	_	
1-271	1309-1315	2014);	_	_	_	_	_	
1-272	1316-1319	chị	_	_	_	_	_	
1-273	1320-1322	Ha	*[19]	PERSON[19]	_	_	_	
1-274	1323-1328	Young	*[19]	PERSON[19]	_	_	_	
1-275	1329-1333	Chul	*[19]	PERSON[19]	_	_	_	
1-276	1334-1337	(nữ	_	_	_	_	_	
1-277	1338-1343	doanh	_	_	_	_	_	
1-278	1344-1348	nhân	_	_	_	_	_	
1-279	1349-1354	thành	_	_	_	_	_	
1-280	1355-1358	đạt	_	_	_	_	_	
1-281	1359-1364	người	_	_	_	_	_	
1-282	1365-1368	Hàn	*[20]	LOCATION[20]	_	AFFILIATION	1-273[19_20]	
1-283	1369-1373	Quốc	*[20]	LOCATION[20]	_	_	_	
1-284	1374-1375	)	_	_	_	_	_	
1-285	1376-1378	và	_	_	_	_	_	
1-286	1379-1382	anh	_	_	_	_	_	
1-287	1383-1387	Minh	*[21]	PERSON[21]	_	_	_	
1-288	1388-1394	Trường	*[21]	PERSON[21]	_	_	_	
1-289	1395-1398	(MC	_	_	_	_	_	
1-290	1399-1402	nổi	_	_	_	_	_	
1-291	1403-1408	tiếng	_	_	_	_	_	
1-292	1409-1412	tại	_	_	_	_	_	
1-293	1413-1415	Úc	*	LOCATION	_	AFFILIATION	1-287[21_0]	
1-294	1416-1418	).	_	_	_	_	_	
1-295	1419-1423	Việt	*[22]	PERSON[22]	_	_	_	
1-296	1424-1426	Hà	*[22]	PERSON[22]	_	_	_	
